data final;preco gas c;preco brent;preco dolar;preco brent real;ano
01/07/2017;3.51;47.08;3.3072;155.702976;2017
08/07/2017;3.489;46.47;3.2813;152.482011;2017
15/07/2017;3.485;47.89;3.1799;152.285411;2017
22/07/2017;3.464;47.47;3.1418;149.141246;2017
29/07/2017;3.749;52;3.1319;162.8588;2017
05/08/2017;3.763;52.48;3.1314;164.335872;2017
12/08/2017;3.758;51.47;3.1938;164.384886;2017
19/08/2017;3.762;50.96;3.1465;160.34564;2017
26/08/2017;3.773;51.87;3.1603;163.924761;2017
02/09/2017;3.778;53.15;3.1416;166.97604;2017
09/09/2017;3.85;54.55;3.0868;168.38494;2017
16/09/2017;3.872;56.18;3.1085;174.63553;2017
23/09/2017;3.879;58.16;3.125;181.75;2017
30/09/2017;3.884;57.02;3.1619;180.291538;2017
07/10/2017;3.887;55.5;3.1561;175.16355;2017
14/10/2017;3.882;56.86;3.1452;178.836072;2017
21/10/2017;3.886;57.89;3.1925;184.813825;2017
28/10/2017;3.878;60.15;3.2363;194.663445;2017
04/11/2017;3.882;61.42;3.3144;203.570448;2017
11/11/2017;3.938;64.35;3.2779;210.932865;2017
18/11/2017;3.966;61.34;3.2574;199.808916;2017
25/11/2017;4.023;63.58;3.233;205.55414;2017
02/12/2017;4.051;64.57;3.2581;210.375517;2017
09/12/2017;4.052;63.86;3.2919;210.220734;2017
16/12/2017;4.053;63.81;3.2947;210.234807;2017
23/12/2017;4.089;64.61;3.337;215.60357;2017
30/12/2017;4.099;66.73;3.3125;221.043125;2017
06/01/2018;4.151;68.01;3.2291;219.611091;2018
13/01/2018;4.183;69.64;3.2064;223.293696;2018
20/01/2018;4.194;68.56;3.1962;219.131472;2018
27/01/2018;4.198;70.08;3.151;220.82208;2018
03/02/2018;4.221;67.45;3.2181;217.060845;2018
10/02/2018;4.212;63.04;3.2942;207.666368;2018
17/02/2018;4.212;64.3;3.2312;207.76616;2018
24/02/2018;4.209;67.04;3.2379;217.068816;2018
03/03/2018;4.193;64.26;3.2528;209.024928;2018
10/03/2018;4.189;65.19;3.2553;212.213007;2018
17/03/2018;4.205;64.68;3.2811;212.221548;2018
24/03/2018;4.198;69.03;3.3123;228.648069;2018
31/03/2018;4.2;69.02;3.3051;228.118002;2018
07/04/2018;4.208;66.51;3.3697;224.118747;2018
14/04/2018;4.208;73.18;3.4223;250.443914;2018
21/04/2018;4.215;74.62;3.413;254.67806;2018
28/04/2018;4.226;75.33;3.4568;260.400744;2018
05/05/2018;4.225;74.75;3.5304;263.8974;2018
12/05/2018;4.257;77.37;3.5999;278.524263;2018
19/05/2018;4.284;78.38;3.737;292.90606;2018
26/05/2018;4.435;76.6;3.6524;279.77384;2018
02/06/2018;4.614;74.54;3.7633;280.516382;2018
09/06/2018;4.603;75.11;3.7094;278.613034;2018
16/06/2018;4.572;72.02;3.7297;268.612994;2018
23/06/2018;4.538;73.67;3.786;278.91462;2018
30/06/2018;4.498;77.44;3.8771;300.242624;2018
07/07/2018;4.495;74.98;3.8628;289.632744;2018
14/07/2018;4.494;74.11;3.8518;285.456898;2018
21/07/2018;4.5;71.99;3.7681;271.265519;2018
28/07/2018;4.489;74.84;3.7114;277.761176;2018
04/08/2018;4.473;72.48;3.708;268.75584;2018
11/08/2018;4.461;71;3.8597;274.0387;2018
18/08/2018;4.44;70.14;3.9116;274.359624;2018
25/08/2018;4.429;74.41;4.102;305.22982;2018
01/09/2018;4.446;76.94;4.0556;312.037864;2018
08/09/2018;4.525;75.55;4.0596;306.70278;2018
15/09/2018;4.628;77.87;4.1742;325.044954;2018
22/09/2018;4.652;78.9;4.0516;319.67124;2018
29/09/2018;4.696;82.72;4.0491;334.941552;2018
06/10/2018;4.7;85.12;3.8413;326.971456;2018
13/10/2018;4.722;80.71;3.783;305.32593;2018
20/10/2018;4.725;80.38;3.7149;298.603662;2018
27/10/2018;4.723;77.4;3.6429;281.96046;2018
03/11/2018;4.709;71.11;3.6967;262.872337;2018
10/11/2018;4.658;69.01;3.7335;257.648835;2018
17/11/2018;4.614;65.29;3.7435;244.413115;2018
24/11/2018;4.554;57.69;3.8282;220.848858;2018
01/12/2018;4.505;57.71;3.8669;223.158799;2018
08/12/2018;4.402;61.71;3.9075;241.131825;2018
15/12/2018;4.365;58.56;3.9171;229.385376;2018
22/12/2018;4.349;51.93;3.904;202.73472;2018
29/12/2018;4.344;50.57;3.8812;196.272284;2018
05/01/2019;4.33;55.64;3.7155;206.73042;2019
12/01/2019;4.297;59.24;3.7113;219.857412;2019
19/01/2019;4.258;62.04;3.7517;232.755468;2019
26/01/2019;4.245;61.49;3.7707;231.860343;2019
02/02/2019;4.212;61.86;3.6597;226.389042;2019
09/02/2019;4.197;61.37;3.7292;228.861004;2019
16/02/2019;4.173;65.65;3.7008;242.95752;2019
23/02/2019;4.172;66.91;3.7485;250.812135;2019
02/03/2019;4.218;63.71;3.7752;240.517992;2019
09/03/2019;4.243;65.66;3.8669;253.900654;2019
16/03/2019;4.294;66.11;3.8144;252.169984;2019
23/03/2019;4.319;66.29;3.9071;259.001659;2019
30/03/2019;4.362;67.93;3.9247;266.604871;2019
06/04/2019;4.358;69.93;3.8735;270.873855;2019
13/04/2019;4.402;71.57;3.8819;277.827583;2019
20/04/2019;4.428;70.71;3.9275;277.713525;2019
27/04/2019;4.504;71.03;3.9292;279.091076;2019
04/05/2019;4.505;71.95;3.9382;283.35349;2019
11/05/2019;4.566;71.63;3.9572;283.454236;2019
18/05/2019;4.558;73.94;4.0999;303.146606;2019
25/05/2019;4.55;67.98;4.0225;273.44955;2019
01/06/2019;4.549;66.78;3.9228;261.964584;2019
08/06/2019;4.52;64.1;3.8789;248.63749;2019
15/06/2019;4.483;63.13;3.8959;245.948167;2019
22/06/2019;4.445;65.99;3.8192;252.029008;2019
29/06/2019;4.425;67.52;3.852;260.08704;2019
06/07/2019;4.399;64.23;3.8221;245.493483;2019
13/07/2019;4.378;66.65;3.7373;249.091045;2019
20/07/2019;4.338;61.04;3.7494;228.863376;2019
27/07/2019;4.324;62.46;3.7762;235.861452;2019
03/08/2019;4.312;61.12;3.8893;237.714016;2019
10/08/2019;4.319;57.37;3.9416;226.129592;2019
17/08/2019;4.326;59;4.0058;236.3422;2019
24/08/2019;4.32;58.64;4.1198;241.585072;2019
31/08/2019;4.303;61.04;4.1454;253.035216;2019
07/09/2019;4.298;61.28;4.0618;248.907104;2019
14/09/2019;4.31;61.25;4.0849;250.200125;2019
21/09/2019;4.317;65.23;4.148;270.57404;2019
28/09/2019;4.368;62.48;4.1602;259.929296;2019
05/10/2019;4.373;59.13;4.0556;239.807628;2019
12/10/2019;4.382;60.59;4.1097;249.006723;2019
19/10/2019;4.379;59.96;4.1118;246.543528;2019
26/10/2019;4.378;62.06;4.0038;248.475828;2019
02/11/2019;4.386;60.17;3.9904;240.102368;2019
09/11/2019;4.402;62;4.1635;258.137;2019
16/11/2019;4.407;63.32;4.1962;265.703384;2019
23/11/2019;4.413;64.83;4.1966;272.065578;2019
30/11/2019;4.428;64.5;4.2367;273.26715;2019
07/12/2019;4.489;66.5;4.1414;275.4031;2019
14/12/2019;4.521;67.44;4.1082;277.057008;2019
21/12/2019;4.554;68.66;4.1025;281.67765;2019
28/12/2019;4.555;68.91;4.0459;278.802969;2019
04/01/2020;4.558;69.08;4.0672;280.962176;2020
11/01/2020;4.558;66.77;4.0962;273.503274;2020
18/01/2020;4.586;64.05;4.162;266.5761;2020
25/01/2020;4.594;59.34;4.1816;248.136144;2020
01/02/2020;4.58;57.77;4.2824;247.394248;2020
08/02/2020;4.578;54.53;4.3206;235.602318;2020
15/02/2020;4.55;57.37;4.2976;246.553312;2020
22/02/2020;4.537;58.6;4.3897;257.23642;2020
29/02/2020;4.535;51.31;4.4735;229.535285;2020
07/03/2020;4.531;45.6;4.6272;211.00032;2020
14/03/2020;4.515;32.25;4.8596;156.7221;2020
21/03/2020;4.486;25.55;5.064;129.3852;2020
28/03/2020;4.4;22.39;5.0997;114.182283;2020
04/04/2020;4.298;24.33;5.3506;130.180098;2020
11/04/2020;4.149;20.23;5.1063;103.300449;2020
18/04/2020;4.095;19.75;5.2363;103.416925;2020
25/04/2020;3.992;15.87;5.5907;88.724409;2020
02/05/2020;3.929;18.49;5.4856;101.428744;2020
09/05/2020;3.823;24.23;5.7319;138.883937;2020
16/05/2020;3.808;30.95;5.8554;181.22463;2020
23/05/2020;3.803;33.8;5.5338;187.04244;2020
30/05/2020;3.835;34.15;5.3361;182.227815;2020
06/06/2020;3.895;41;4.9585;203.2985;2020
13/06/2020;3.911;38.54;5.0505;194.64627;2020
20/06/2020;3.986;42.33;5.3105;224.793465;2020
27/06/2020;4.022;40.97;5.484;224.67948;2020
04/07/2020;4.064;42.92;5.3158;228.154136;2020
11/07/2020;4.097;43.27;5.3238;230.360826;2020
18/07/2020;4.133;43.53;5.3849;234.404697;2020
25/07/2020;4.175;43.29;5.2329;226.532241;2020
01/08/2020;4.203;43.13;5.224;225.31112;2020
08/08/2020;4.216;44.07;5.4383;239.665881;2020
15/08/2020;4.234;44.86;5.4204;243.159144;2020
22/08/2020;4.268;43.94;5.6192;246.907648;2020
24/10/2020;4.357;40.71;5.6175;228.688425;2020
31/10/2020;4.359;36.33;5.7446;208.701318;2020
07/11/2020;4.344;38.08;5.3647;204.287776;2020
14/11/2020;4.368;41.51;5.4582;226.569882;2020
21/11/2020;4.434;43.79;5.3797;235.577063;2020
28/11/2020;4.428;46.88;5.3438;250.517344;2020
05/12/2020;4.467;49.1;5.1557;253.14487;2020
12/12/2020;4.481;50.01;5.0656;253.330656;2020
19/12/2020;4.47;52.17;5.1022;266.181774;2020
26/12/2020;4.495;50.88;5.2167;265.425696;2020
02/01/2021;4.517;51.22;5.194;266.03668;2021
09/01/2021;4.565;55.51;5.4178;300.742078;2021
16/01/2021;4.572;54.8;5.2927;290.03996;2021
23/01/2021;4.604;55.22;5.4666;301.865652;2021
30/01/2021;4.686;55.25;5.4625;301.803125;2021
06/02/2021;4.769;59.48;5.3704;319.431392;2021
13/02/2021;4.833;62.47;5.3698;335.451406;2021
20/02/2021;4.917;62.84;5.3823;338.223732;2021
27/02/2021;5.17;65.86;5.5986;368.723796;2021
06/03/2021;5.29;69.95;5.6908;398.07146;2021
13/03/2021;5.492;68.87;5.5518;382.352466;2021
20/03/2021;5.592;64;5.4917;351.4688;2021
27/03/2021;5.552;63.77;5.7566;367.098382;2021
03/04/2021;5.451;63.85;5.7075;364.423875;2021
10/04/2021;5.448;61.89;5.6821;351.665169;2021
17/04/2021;5.426;65.98;5.5883;368.716034;2021
24/04/2021;5.441;65.75;5.4751;359.987825;2021
01/05/2021;5.465;67.73;5.4366;368.220918;2021
08/05/2021;5.515;68.73;5.2368;359.925264;2021
15/05/2021;5.559;69.24;5.2728;365.088672;2021
22/05/2021;5.641;66.72;5.3617;357.732624;2021
29/05/2021;5.653;69.36;5.2244;362.364384;2021
05/06/2021;5.656;71.3;5.0495;360.02935;2021
12/06/2021;5.676;72.05;5.1171;368.687055;2021
19/06/2021;5.682;73.1;5.0894;372.03514;2021
26/06/2021;5.694;76.45;4.9335;377.166075;2021
03/07/2021;5.686;77.51;5.0575;392.006825;2021
10/07/2021;5.743;77.14;5.2597;405.733258;2021
17/07/2021;5.831;74.46;5.1147;380.840562;2021
24/07/2021;5.833;74.86;5.2006;389.316916;2021
31/07/2021;5.822;77.72;5.2123;405.099956;2021
07/08/2021;5.853;71.02;5.2301;371.441702;2021
14/08/2021;5.866;70.9;5.2466;371.98394;2021
21/08/2021;5.956;65.51;5.377;352.24727;2021
28/08/2021;5.982;72.26;5.1996;375.723096;2021
04/09/2021;6.007;73.07;5.1908;379.291756;2021
11/09/2021;6.059;72.44;5.2454;379.976776;2021
18/09/2021;6.076;74.64;5.2883;394.718712;2021
25/09/2021;6.092;77.42;5.3344;412.989248;2021
02/10/2021;6.092;79.4;5.3628;425.80632;2021
09/10/2021;6.117;82.17;5.5082;452.608794;2021
16/10/2021;6.321;84.67;5.4611;462.391337;2021
23/10/2021;6.361;85.43;5.6474;482.457382;2021
30/10/2021;6.562;83.1;5.6372;468.45132;2021
06/11/2021;6.71;82.43;5.5428;456.893004;2021
13/11/2021;6.754;82.9;5.4588;452.53452;2021
20/11/2021;6.752;80.24;5.6135;450.42724;2021
27/11/2021;6.749;72.37;5.6093;405.945041;2021
04/12/2021;6.743;70.71;5.6532;399.737772;2021
11/12/2021;6.708;74.98;5.6127;420.840246;2021
18/12/2021;6.679;72.97;5.6959;415.629823;2021
25/12/2021;6.626;75.24;5.675;426.987;2021
01/01/2022;6.618;77.24;5.5703;430.249972;2022
08/01/2022;6.596;82.28;5.6355;463.68894;2022
15/01/2022;6.608;87.17;5.5344;482.433648;2022
22/01/2022;6.664;89.75;5.4582;489.87345;2022
29/01/2022;6.658;91.47;5.3674;490.956078;2022
05/02/2022;6.637;96.86;5.3279;516.060394;2022
12/02/2022;6.617;97.5;5.2527;512.13825;2022
19/02/2022;6.583;96.18;5.1385;494.22093;2022
26/02/2022;6.56;98.56;5.1623;508.796288;2022
05/03/2022;6.577;123.86;5.062;626.97932;2022
12/03/2022;6.683;118.11;5.0745;599.349195;2022
19/03/2022;7.267;114.32;5.0231;574.240792;2022
26/03/2022;7.21;122.67;4.742;581.70114;2022
02/04/2022;7.202;106.13;4.6575;494.300475;2022
09/04/2022;7.192;101.26;4.697;475.61822;2022
16/04/2022;7.219;110.83;4.6965;520.513095;2022
23/04/2022;7.27;105.15;4.7937;504.057555;2022
30/04/2022;7.283;108.36;4.9721;538.776756;2022
07/05/2022;7.295;113.86;5.0774;578.112764;2022
14/05/2022;7.3;112.12;5.0602;567.349624;2022
21/05/2022;7.28;113.63;4.8788;554.378044;2022
28/05/2022;7.25;121.19;4.7295;573.168105;2022
04/06/2022;7.22;125.68;4.7734;599.920912;2022
11/06/2022;7.25;127.44;4.9865;635.47956;2022
18/06/2022;7.23;119.22;5.1518;614.197596;2022
25/06/2022;7.39;117.36;5.2417;615.165912;2022
02/07/2022;7.13;119.21;5.331;635.50851;2022
09/07/2022;6.49;113.95;5.2536;598.64772;2022
16/07/2022;6.07;112.26;5.4082;607.124532;2022
23/07/2022;5.89;106.77;5.4968;586.893336;2022
30/07/2022;5.74;111.51;5.1734;576.885834;2022
06/08/2022;5.61;100.31;5.1646;518.061026;2022
13/08/2022;5.5;103.7;5.0735;526.12195;2022
20/08/2022;5.4;96.45;5.1697;498.617565;2022
27/08/2022;5.25;101.13;5.0601;511.727913;2022
03/09/2022;5.17;93.09;5.1681;481.098429;2022
