data final;preco gas c;preco brent;preco dolar;preco brent real
2014-07-05;2.956;108.98;2.2132;241.194536
2014-07-12;2.957;105.77;2.2208;234.894016
2014-07-19;2.956;106.03;2.2255;235.969765
2014-07-26;2.958;106.89;2.229;238.25781
2014-08-02;2.955;103.45;2.2574;233.52803
2014-08-09;2.959;103.36;2.2812;235.784832
2014-08-16;2.958;101.13;2.2598;228.533574
2014-08-23;2.958;100.09;2.2778;227.985002
2014-08-30;2.962;101.12;2.236;226.10432
2014-09-06;2.965;99.51;2.2405;222.952155
2014-09-13;2.963;96.31;2.3392;225.288352
2014-09-20;2.966;96.75;2.3682;229.12335
2014-09-27;2.963;95.08;2.42;230.0936
2014-10-04;2.957;90.8;2.4588;223.25904
2014-10-11;2.958;88.66;2.4295;215.39947
2014-10-18;2.961;85.27;2.4356;207.683612
2014-10-25;2.96;86;2.4739;212.7554
2014-11-01;2.961;84.17;2.4783;208.598511
2014-11-08;2.966;83.2;2.5587;212.88384
2014-11-15;3.012;77.51;2.6018;201.665518
2014-11-22;3.028;79.2;2.5153;199.21176
2014-11-29;3.03;71.89;2.5659;184.462551
2014-12-06;3.032;68;2.5895;176.086
2014-12-13;3.032;61.67;2.6545;163.703015
2014-12-20;3.03;58.87;2.6598;156.582426
2014-12-27;3.034;58.72;2.6685;156.69432
2015-01-03;3.029;55.38;2.6941;149.199258
2015-01-10;3.027;47.64;2.6301;125.297964
2015-01-17;3.029;47.38;2.621;124.18298
2015-01-24;3.033;46.69;2.5797;120.446193
2015-01-31;3.038;47.52;2.6824;127.467648
2015-02-07;3.26;55.88;2.7825;155.4861
2015-02-14;3.306;60.33;2.8346;171.011418
2015-02-21;3.314;60.99;2.868;174.91932
2015-02-28;3.324;61.89;2.839;175.70571
2015-03-07;3.325;59.15;3.0617;181.099555
2015-03-14;3.326;54.8;3.2492;178.05616
2015-03-21;3.322;53.88;3.2293;173.994684
2015-03-28;3.322;56.44;3.2496;183.407424
2015-04-04;3.32;55.73;3.121;173.93333
2015-04-11;3.311;56.82;3.0756;174.755592
2015-04-18;3.309;61.31;3.0409;186.437579
2015-04-25;3.306;62.96;2.9517;185.839032
2015-05-02;3.297;64.13;3.0146;193.326298
2015-05-09;3.291;63.82;2.9733;189.756006
2015-05-16;3.299;64.69;2.9972;193.888868
2015-05-23;3.303;64.7;3.0949;200.24003
2015-05-30;3.303;63.16;3.1798;200.836168
2015-06-06;3.3;60.36;3.1439;189.765804
2015-06-13;3.3;63.19;3.1185;197.058015
2015-06-20;3.307;59.41;3.0976;184.028416
2015-06-27;3.301;60.14;3.1295;188.20813
2015-07-04;3.296;59.06;3.1347;185.135382
2015-07-11;3.297;57.72;3.1593;182.354796
2015-07-18;3.296;56.38;3.1881;179.745078
2015-07-25;3.29;54.29;3.3556;182.175524
2015-08-01;3.302;53.29;3.4212;182.315748
2015-08-08;3.296;47.54;3.5071;166.727534
2015-08-15;3.295;47.79;3.4845;166.524255
2015-08-29;3.271;47.97;3.5823;171.842931
2015-09-05;3.273;48.59;3.8442;186.789678
2015-09-12;3.269;46.87;3.8705;181.410335
2015-09-19;3.263;47.28;3.9459;186.562152
2015-09-26;3.274;47.28;3.9777;188.065656
2015-10-03;3.287;46.55;3.9331;183.085805
2015-10-10;3.455;52.08;3.766;196.13328
2015-10-17;3.479;48.96;3.9245;192.14352
2015-10-24;3.485;46.3;3.8807;179.67641
2015-10-31;3.493;48;3.8564;185.1072
2015-11-07;3.517;46.09;3.7713;173.819217
2015-11-14;3.575;41.98;3.8456;161.438288
2015-11-21;3.585;42.49;3.7052;157.433948
2015-11-28;3.605;43.07;3.8464;165.664448
2015-12-05;3.625;41.44;3.7521;155.487024
2015-12-12;3.625;36.99;3.873;143.26227
2015-12-19;3.628;36.76;3.9824;146.393024
2015-12-26;3.636;37.22;3.9463;146.881286
2016-01-02;3.635;36.61;3.9608;145.004888
2016-01-09;3.654;31.67;4.0245;127.455915
2016-01-16;3.677;28.8;4.0479;116.57952
2016-01-23;3.682;30.46;4.0945;124.71847
2016-01-30;3.694;33.14;3.9988;132.520232
2016-02-06;3.702;32.35;3.9035;126.278225
2016-02-13;3.708;31.8;4.0027;127.28586
2016-02-20;3.709;31.66;4.0214;127.317524
2016-02-27;3.719;35.76;3.9933;142.800408
2016-03-05;3.721;37.61;3.7593;141.387273
2016-03-12;3.73;39.41;3.582;141.16662
2016-03-19;3.734;39.26;3.624;142.27824
2016-03-26;3.728;38.33;3.6835;141.188555
2016-04-02;3.734;36.42;3.5538;129.429396
2016-04-09;3.727;40.71;3.5901;146.152971
2016-04-16;3.72;41.32;3.5332;145.991824
2016-04-23;3.716;43.97;3.5646;156.735462
2016-04-30;3.704;45.64;3.4358;156.809912
2016-05-07;3.691;44.6;3.5023;156.20258
2016-05-14;3.679;47.05;3.534;166.2747
2016-05-21;3.67;48.54;3.5202;170.870508
2016-05-28;3.666;49.09;3.6116;177.293444
2016-06-04;3.656;48.5;3.524;170.914
2016-06-11;3.659;49.7;3.4188;169.91436
2016-06-18;3.646;46.57;3.4163;159.097091
2016-06-25;3.641;46.69;3.3739;157.527391
2016-07-02;3.638;47.65;3.2361;154.200165
2016-07-09;3.635;44.53;3.3006;146.975718
2016-07-16;3.636;46.25;3.282;151.7925
2016-07-23;3.639;44.24;3.2565;144.06756
2016-07-30;3.64;40.76;3.2486;132.412936
2016-08-06;3.653;42.47;3.166;134.46002
2016-08-13;3.656;45.12;3.1925;144.0456
2016-08-20;3.653;49.39;3.2038;158.235682
2016-08-27;3.644;49.66;3.2655;162.16473
2016-09-03;3.649;45.96;3.2568;149.682528
2016-09-10;3.656;48.37;3.2735;158.339195
2016-09-17;3.65;45.26;3.2622;147.647172
2016-09-24;3.638;46.71;3.245;151.57395
2016-10-01;3.65;48.24;3.2603;157.276872
2016-10-08;3.653;50.49;3.2204;162.597996
2016-10-15;3.654;48.87;3.2051;156.633237
2016-10-22;3.671;50.28;3.1511;158.437308
2016-10-29;3.669;47.78;3.2065;153.20657
2016-11-05;3.676;43.06;3.2337;139.243122
2016-11-12;3.681;41.61;3.3915;141.120315
2016-11-19;3.675;44.41;3.3835;150.261235
2016-11-26;3.665;46.32;3.4223;158.520936
2016-12-03;3.655;52.35;3.4755;181.942425
2016-12-10;3.691;52.19;3.3785;176.323915
2016-12-17;3.742;54.15;3.392;183.6768
2016-12-24;3.759;53.93;3.271;176.40503
2016-12-31;3.755;54.96;3.2547;178.878312
2017-01-07;3.762;55.9;3.2241;180.22719
2017-01-14;3.773;54.37;3.2213;175.142081
2017-01-21;3.774;55.04;3.169;174.42176
2017-01-28;3.765;54.8;3.141;172.1268
2017-02-04;3.766;55.92;3.1177;174.341784
2017-02-11;3.754;55.2;3.1158;171.99216
2017-02-18;3.758;54.48;3.1048;169.149504
2017-02-25;3.749;54.69;3.111;170.14059
2017-03-04;3.732;54.12;3.1158;168.627096
2017-03-11;3.701;50.63;3.1395;158.952885
2017-03-18;3.678;50.58;3.0918;156.383244
2017-03-25;3.668;49.97;3.1086;155.336742
2017-04-01;3.67;52.2;3.1233;163.03626
2017-04-08;3.647;54.24;3.1462;170.649888
2017-04-15;3.639;55.05;3.1448;173.12124
2017-04-22;3.629;49.93;3.1482;157.189626
2017-04-29;3.626;49.46;3.1767;157.119582
2017-05-06;3.631;47.45;3.1774;150.76763
2017-05-13;3.633;49.08;3.1218;153.217944
2017-05-20;3.621;52.78;3.253;171.69334
2017-05-27;3.606;50.84;3.2601;165.743484
2017-06-03;3.59;48.46;3.2483;157.412618
2017-06-10;3.572;46.64;3.2971;153.776744
2017-06-17;3.561;45.7;3.2933;150.50381
2017-06-24;3.542;44.14;3.343;147.56002
2017-07-01;3.51;47.08;3.3072;155.702976
2017-07-08;3.489;46.47;3.2813;152.482011
2017-07-15;3.485;47.89;3.1799;152.285411
2017-07-22;3.464;47.47;3.1418;149.141246
2017-07-29;3.749;52;3.1319;162.8588
2017-08-05;3.763;52.48;3.1314;164.335872
2017-08-12;3.758;51.47;3.1938;164.384886
2017-08-19;3.762;50.96;3.1465;160.34564
2017-08-26;3.773;51.87;3.1603;163.924761
2017-09-02;3.778;53.15;3.1416;166.97604
2017-09-09;3.85;54.55;3.0868;168.38494
2017-09-16;3.872;56.18;3.1085;174.63553
2017-09-23;3.879;58.16;3.125;181.75
2017-09-30;3.884;57.02;3.1619;180.291538
2017-10-07;3.887;55.5;3.1561;175.16355
2017-10-14;3.882;56.86;3.1452;178.836072
2017-10-21;3.886;57.89;3.1925;184.813825
2017-10-28;3.878;60.15;3.2363;194.663445
2017-11-04;3.882;61.42;3.3144;203.570448
2017-11-11;3.938;64.35;3.2779;210.932865
2017-11-18;3.966;61.34;3.2574;199.808916
2017-11-25;4.023;63.58;3.233;205.55414
2017-12-02;4.051;64.57;3.2581;210.375517
2017-12-09;4.052;63.86;3.2919;210.220734
2017-12-16;4.053;63.81;3.2947;210.234807
2017-12-23;4.089;64.61;3.337;215.60357
2017-12-30;4.099;66.73;3.3125;221.043125
2018-01-06;4.151;68.01;3.2291;219.611091
2018-01-13;4.183;69.64;3.2064;223.293696
2018-01-20;4.194;68.56;3.1962;219.131472
2018-01-27;4.198;70.08;3.151;220.82208
2018-02-03;4.221;67.45;3.2181;217.060845
2018-02-10;4.212;63.04;3.2942;207.666368
2018-02-17;4.212;64.3;3.2312;207.76616
2018-02-24;4.209;67.04;3.2379;217.068816
2018-03-03;4.193;64.26;3.2528;209.024928
2018-03-10;4.189;65.19;3.2553;212.213007
2018-03-17;4.205;64.68;3.2811;212.221548
2018-03-24;4.198;69.03;3.3123;228.648069
2018-03-31;4.2;69.02;3.3051;228.118002
2018-04-07;4.208;66.51;3.3697;224.118747
2018-04-14;4.208;73.18;3.4223;250.443914
2018-04-21;4.215;74.62;3.413;254.67806
2018-04-28;4.226;75.33;3.4568;260.400744
2018-05-05;4.225;74.75;3.5304;263.8974
2018-05-12;4.257;77.37;3.5999;278.524263
2018-05-19;4.284;78.38;3.737;292.90606
2018-05-26;4.435;76.6;3.6524;279.77384
2018-06-02;4.614;74.54;3.7633;280.516382
2018-06-09;4.603;75.11;3.7094;278.613034
2018-06-16;4.572;72.02;3.7297;268.612994
2018-06-23;4.538;73.67;3.786;278.91462
2018-06-30;4.498;77.44;3.8771;300.242624
2018-07-07;4.495;74.98;3.8628;289.632744
2018-07-14;4.494;74.11;3.8518;285.456898
2018-07-21;4.5;71.99;3.7681;271.265519
2018-07-28;4.489;74.84;3.7114;277.761176
2018-08-04;4.473;72.48;3.708;268.75584
2018-08-11;4.461;71;3.8597;274.0387
2018-08-18;4.44;70.14;3.9116;274.359624
2018-08-25;4.429;74.41;4.102;305.22982
2018-09-01;4.446;76.94;4.0556;312.037864
2018-09-08;4.525;75.55;4.0596;306.70278
2018-09-15;4.628;77.87;4.1742;325.044954
2018-09-22;4.652;78.9;4.0516;319.67124
2018-09-29;4.696;82.72;4.0491;334.941552
2018-10-06;4.7;85.12;3.8413;326.971456
2018-10-13;4.722;80.71;3.783;305.32593
2018-10-20;4.725;80.38;3.7149;298.603662
2018-10-27;4.723;77.4;3.6429;281.96046
2018-11-03;4.709;71.11;3.6967;262.872337
2018-11-10;4.658;69.01;3.7335;257.648835
2018-11-17;4.614;65.29;3.7435;244.413115
2018-11-24;4.554;57.69;3.8282;220.848858
2018-12-01;4.505;57.71;3.8669;223.158799
2018-12-08;4.402;61.71;3.9075;241.131825
2018-12-15;4.365;58.56;3.9171;229.385376
2018-12-22;4.349;51.93;3.904;202.73472
2018-12-29;4.344;50.57;3.8812;196.272284
2019-01-05;4.33;55.64;3.7155;206.73042
2019-01-12;4.297;59.24;3.7113;219.857412
2019-01-19;4.258;62.04;3.7517;232.755468
2019-01-26;4.245;61.49;3.7707;231.860343
2019-02-02;4.212;61.86;3.6597;226.389042
2019-02-09;4.197;61.37;3.7292;228.861004
2019-02-16;4.173;65.65;3.7008;242.95752
2019-02-23;4.172;66.91;3.7485;250.812135
2019-03-02;4.218;63.71;3.7752;240.517992
2019-03-09;4.243;65.66;3.8669;253.900654
2019-03-16;4.294;66.11;3.8144;252.169984
2019-03-23;4.319;66.29;3.9071;259.001659
2019-03-30;4.362;67.93;3.9247;266.604871
2019-04-06;4.358;69.93;3.8735;270.873855
2019-04-13;4.402;71.57;3.8819;277.827583
2019-04-20;4.428;70.71;3.9275;277.713525
2019-04-27;4.504;71.03;3.9292;279.091076
2019-05-04;4.505;71.95;3.9382;283.35349
2019-05-11;4.566;71.63;3.9572;283.454236
2019-05-18;4.558;73.94;4.0999;303.146606
2019-05-25;4.55;67.98;4.0225;273.44955
2019-06-01;4.549;66.78;3.9228;261.964584
2019-06-08;4.52;64.1;3.8789;248.63749
2019-06-15;4.483;63.13;3.8959;245.948167
2019-06-22;4.445;65.99;3.8192;252.029008
2019-06-29;4.425;67.52;3.852;260.08704
2019-07-06;4.399;64.23;3.8221;245.493483
2019-07-13;4.378;66.65;3.7373;249.091045
2019-07-20;4.338;61.04;3.7494;228.863376
2019-07-27;4.324;62.46;3.7762;235.861452
2019-08-03;4.312;61.12;3.8893;237.714016
2019-08-10;4.319;57.37;3.9416;226.129592
2019-08-17;4.326;59;4.0058;236.3422
2019-08-24;4.32;58.64;4.1198;241.585072
2019-08-31;4.303;61.04;4.1454;253.035216
2019-09-07;4.298;61.28;4.0618;248.907104
2019-09-14;4.31;61.25;4.0849;250.200125
2019-09-21;4.317;65.23;4.148;270.57404
2019-09-28;4.368;62.48;4.1602;259.929296
2019-10-05;4.373;59.13;4.0556;239.807628
2019-10-12;4.382;60.59;4.1097;249.006723
2019-10-19;4.379;59.96;4.1118;246.543528
2019-10-26;4.378;62.06;4.0038;248.475828
2019-11-02;4.386;60.17;3.9904;240.102368
2019-11-09;4.402;62;4.1635;258.137
2019-11-16;4.407;63.32;4.1962;265.703384
2019-11-23;4.413;64.83;4.1966;272.065578
2019-11-30;4.428;64.5;4.2367;273.26715
2019-12-07;4.489;66.5;4.1414;275.4031
2019-12-14;4.521;67.44;4.1082;277.057008
2019-12-21;4.554;68.66;4.1025;281.67765
2019-12-28;4.555;68.91;4.0459;278.802969
2020-01-04;4.558;69.08;4.0672;280.962176
2020-01-11;4.558;66.77;4.0962;273.503274
2020-01-18;4.586;64.05;4.162;266.5761
2020-01-25;4.594;59.34;4.1816;248.136144
2020-02-01;4.58;57.77;4.2824;247.394248
2020-02-08;4.578;54.53;4.3206;235.602318
2020-02-15;4.55;57.37;4.2976;246.553312
2020-02-22;4.537;58.6;4.3897;257.23642
2020-02-29;4.535;51.31;4.4735;229.535285
2020-03-07;4.531;45.6;4.6272;211.00032
2020-03-14;4.515;32.25;4.8596;156.7221
2020-03-21;4.486;25.55;5.064;129.3852
2020-03-28;4.4;22.39;5.0997;114.182283
2020-04-04;4.298;24.33;5.3506;130.180098
2020-04-11;4.149;20.23;5.1063;103.300449
2020-04-18;4.095;19.75;5.2363;103.416925
2020-04-25;3.992;15.87;5.5907;88.724409
2020-05-02;3.929;18.49;5.4856;101.428744
2020-05-09;3.823;24.23;5.7319;138.883937
2020-05-16;3.808;30.95;5.8554;181.22463
2020-05-23;3.803;33.8;5.5338;187.04244
2020-05-30;3.835;34.15;5.3361;182.227815
2020-06-06;3.895;41;4.9585;203.2985
2020-06-13;3.911;38.54;5.0505;194.64627
2020-06-20;3.986;42.33;5.3105;224.793465
2020-06-27;4.022;40.97;5.484;224.67948
2020-07-04;4.064;42.92;5.3158;228.154136
2020-07-11;4.097;43.27;5.3238;230.360826
2020-07-18;4.133;43.53;5.3849;234.404697
2020-07-25;4.175;43.29;5.2329;226.532241
2020-08-01;4.203;43.13;5.224;225.31112
2020-08-08;4.216;44.07;5.4383;239.665881
2020-08-15;4.234;44.86;5.4204;243.159144
2020-08-22;4.268;43.94;5.6192;246.907648
2020-10-24;4.357;40.71;5.6175;228.688425
2020-10-31;4.359;36.33;5.7446;208.701318
2020-11-07;4.344;38.08;5.3647;204.287776
2020-11-14;4.368;41.51;5.4582;226.569882
2020-11-21;4.434;43.79;5.3797;235.577063
2020-11-28;4.428;46.88;5.3438;250.517344
2020-12-05;4.467;49.1;5.1557;253.14487
2020-12-12;4.481;50.01;5.0656;253.330656
2020-12-19;4.47;52.17;5.1022;266.181774
2020-12-26;4.495;50.88;5.2167;265.425696
2021-01-02;4.517;51.22;5.194;266.03668
2021-01-09;4.565;55.51;5.4178;300.742078
2021-01-16;4.572;54.8;5.2927;290.03996
2021-01-23;4.604;55.22;5.4666;301.865652
2021-01-30;4.686;55.25;5.4625;301.803125
2021-02-06;4.769;59.48;5.3704;319.431392
2021-02-13;4.833;62.47;5.3698;335.451406
2021-02-20;4.917;62.84;5.3823;338.223732
2021-02-27;5.17;65.86;5.5986;368.723796
2021-03-06;5.29;69.95;5.6908;398.07146
2021-03-13;5.492;68.87;5.5518;382.352466
2021-03-20;5.592;64;5.4917;351.4688
2021-03-27;5.552;63.77;5.7566;367.098382
2021-04-03;5.451;63.85;5.7075;364.423875
2021-04-10;5.448;61.89;5.6821;351.665169
2021-04-17;5.426;65.98;5.5883;368.716034
2021-04-24;5.441;65.75;5.4751;359.987825
2021-05-01;5.465;67.73;5.4366;368.220918
2021-05-08;5.515;68.73;5.2368;359.925264
2021-05-15;5.559;69.24;5.2728;365.088672
2021-05-22;5.641;66.72;5.3617;357.732624
2021-05-29;5.653;69.36;5.2244;362.364384
2021-06-05;5.656;71.3;5.0495;360.02935
2021-06-12;5.676;72.05;5.1171;368.687055
2021-06-19;5.682;73.1;5.0894;372.03514
2021-06-26;5.694;76.45;4.9335;377.166075
2021-07-03;5.686;77.51;5.0575;392.006825
2021-07-10;5.743;77.14;5.2597;405.733258
2021-07-17;5.831;74.46;5.1147;380.840562
2021-07-24;5.833;74.86;5.2006;389.316916
2021-07-31;5.822;77.72;5.2123;405.099956
2021-08-07;5.853;71.02;5.2301;371.441702
2021-08-14;5.866;70.9;5.2466;371.98394
2021-08-21;5.956;65.51;5.377;352.24727
2021-08-28;5.982;72.26;5.1996;375.723096
2021-09-04;6.007;73.07;5.1908;379.291756
2021-09-11;6.059;72.44;5.2454;379.976776
2021-09-18;6.076;74.64;5.2883;394.718712
2021-09-25;6.092;77.42;5.3344;412.989248
2021-10-02;6.092;79.4;5.3628;425.80632
2021-10-09;6.117;82.17;5.5082;452.608794
2021-10-16;6.321;84.67;5.4611;462.391337
2021-10-23;6.361;85.43;5.6474;482.457382
2021-10-30;6.562;83.1;5.6372;468.45132
2021-11-06;6.71;82.43;5.5428;456.893004
2021-11-13;6.754;82.9;5.4588;452.53452
2021-11-20;6.752;80.24;5.6135;450.42724
2021-11-27;6.749;72.37;5.6093;405.945041
2021-12-04;6.743;70.71;5.6532;399.737772
2021-12-11;6.708;74.98;5.6127;420.840246
2021-12-18;6.679;72.97;5.6959;415.629823
2021-12-25;6.626;75.24;5.675;426.987
2022-01-01;6.618;77.24;5.5703;430.249972
2022-01-08;6.596;82.28;5.6355;463.68894
2022-01-15;6.608;87.17;5.5344;482.433648
2022-01-22;6.664;89.75;5.4582;489.87345
2022-01-29;6.658;91.47;5.3674;490.956078
2022-02-05;6.637;96.86;5.3279;516.060394
2022-02-12;6.617;97.5;5.2527;512.13825
2022-02-19;6.583;96.18;5.1385;494.22093
2022-02-26;6.56;98.56;5.1623;508.796288
2022-03-05;6.577;123.86;5.062;626.97932
2022-03-12;6.683;118.11;5.0745;599.349195
2022-03-19;7.267;114.32;5.0231;574.240792
2022-03-26;7.21;122.67;4.742;581.70114
2022-04-02;7.202;106.13;4.6575;494.300475
2022-04-09;7.192;101.26;4.697;475.61822
2022-04-16;7.219;110.83;4.6965;520.513095
2022-04-23;7.27;105.15;4.7937;504.057555
2022-04-30;7.283;108.36;4.9721;538.776756
2022-05-07;7.295;113.86;5.0774;578.112764
2022-05-14;7.3;112.12;5.0602;567.349624
2022-05-21;7.28;113.63;4.8788;554.378044
2022-05-28;7.25;121.19;4.7295;573.168105
2022-06-04;7.22;125.68;4.7734;599.920912
2022-06-11;7.25;127.44;4.9865;635.47956
2022-06-18;7.23;119.22;5.1518;614.197596
2022-06-25;7.39;117.36;5.2417;615.165912
2022-07-02;7.13;119.21;5.331;635.50851
2022-07-09;6.49;113.95;5.2536;598.64772
2022-07-16;6.07;112.26;5.4082;607.124532
2022-07-23;5.89;106.77;5.4968;586.893336
2022-07-30;5.74;111.51;5.1734;576.885834
2022-08-06;5.61;100.31;5.1646;518.061026
2022-08-13;5.5;103.7;5.0735;526.12195
2022-08-20;5.4;96.45;5.1697;498.617565
2022-08-27;5.25;101.13;5.0601;511.727913
2022-09-03;5.17;93.09;5.1681;481.098429
